Arrival_Date,Modal_Price
2020-01-31,2123.3870967741937
2020-02-29,1503.448275862069
2020-03-31,1500.0
2020-04-30,1761.6666666666667
2020-05-31,2380.9139784946233
2020-06-30,2333.3333333333335
2020-07-31,1909.6774193548388
2020-08-31,2997.5806451612902
2020-09-30,3330.8333333333335
2020-10-31,2772.5806451612902
2020-11-30,1940.8333333333333
2020-12-31,1793.1451612903227
2021-01-31,1739.1129032258063
2021-02-28,1766.517857142857
2021-03-31,2100.8064516129034
2021-04-30,2915.4166666666665
2021-05-31,3143.3677419354835
2021-06-30,2835.52
2021-07-31,2766.1290322580644
2021-08-31,2529.032258064516
2021-09-30,1595.0
2021-10-31,1441.9354838709678
2021-11-30,1971.25
2021-12-31,2634.6774193548385
2022-01-31,2637.5
2022-02-28,2749.5535714285716
2022-03-31,3576.6129032258063
2022-04-30,4597.5
2022-05-31,4063.3064516129034
2022-06-30,4843.333333333333
2022-07-31,3944.3548387096776
2022-08-31,3755.6451612903224
2022-09-30,3972.5
2022-10-31,3466.1290322580644
2022-11-30,2959.5833333333335
2022-12-31,3241.532258064516
2023-01-31,4049.1935483870966
2023-02-28,4020.089285714286
2023-03-31,2450.0
2023-04-30,2831.6666666666665
2023-05-31,2638.7096774193546
2023-06-30,3248.6666666666665
2023-07-31,4046.7741935483873
2023-08-31,3432.2580645161293
2023-09-30,3022.5
2023-10-31,2114.516129032258
2023-11-30,2110.8333333333335
2023-12-31,2014.516129032258
2024-01-31,1871.774193548387
2024-02-29,1993.9655172413793
2024-03-31,2654.032258064516
2024-04-30,2517.5
2024-05-31,3014.2741935483873
2024-06-30,3663.75
2024-07-31,3761.3978494623652
2024-08-31,4233.817204301075
2024-09-30,2526.8333333333335
2024-10-31,2717.2043010752686
2024-11-30,3376.6666666666665
2024-12-31,4967.069892473118
2025-01-31,5106.182795698925
2025-02-28,4839.1369047619055
2025-03-31,4415.4838709677415
2025-04-30,4805.333333333333
2025-05-31,3532.1543778801843
2025-06-30,3173.829365079365
2025-07-31,2753.578119908765
2025-08-31,2590.081692501047
2025-09-30,2120.2412494912496
2025-10-31,1833.8175086562183
2025-11-30,2060.6666666666665
